champ_a,role_a,champ_b,role_b,winrate,matches
Ahri,Top,Yone,Mid,0.5313,10
Ahri,Top,Locke,Mid,0.5528,14
Ahri,Top,Hwei,Mid,0.5014,8
Ahri,Top,Sivir,ADC,0.4785,9
Ahri,Top,Tristana,ADC,0.562,17
Ahri,Top,MissFortune,ADC,0.4743,6
Ahri,Top,Ashe,ADC,0.4497,11
Ahri,Top,Twitch,ADC,0.4288,9
Ahri,Top,Caitlyn,ADC,0.5453,23
Ahri,Top,Ezreal,ADC,0.4436,23
Ahri,Top,Viktor,ADC,0.475,5
Ahri,Top,Kaisa,ADC,0.5346,36
Ahri,Top,Yasuo,ADC,0.4361,9
Ahri,Top,Jhin,ADC,0.5114,33
Ahri,Top,Zeri,ADC,0.48,9
Ahri,Top,Jinx,ADC,0.5406,28
Ahri,Top,Lucian,ADC,0.4872,13
Ahri,Top,Samira,ADC,0.4297,9
Ahri,Top,Kalista,ADC,0.4353,6
Ahri,Top,Aphelios,ADC,0.5412,9
Ahri,Top,Yunara,ADC,0.5129,23
Ahri,Top,Smolder,ADC,0.5126,6
Ahri,Top,Alistar,Support,0.4724,8
Ahri,Top,Soraka,Support,0.5572,7
Ahri,Top,Zilean,Support,0.5131,5
Ahri,Top,Sona,Support,0.5041,5
Ahri,Top,Janna,Support,0.4907,14
Ahri,Top,Karma,Support,0.4627,13
Ahri,Top,Blitzcrank,Support,0.5286,12
Ahri,Top,Pantheon,Support,0.4728,6
Ahri,Top,Leona,Support,0.4937,15
Ahri,Top,Lux,Support,0.4508,11
Ahri,Top,Nautilus,Support,0.4923,21
Ahri,Top,Lulu,Support,0.5592,21
Ahri,Top,Seraphine,Support,0.4954,12
Ahri,Top,Braum,Support,0.4628,8
Ahri,Top,TahmKench,Support,0.4458,6
Ahri,Top,Senna,Support,0.5634,6
Ahri,Top,Nami,Support,0.477,17
Ahri,Top,Yuumi,Support,0.5264,7
Ahri,Top,Thresh,Support,0.4737,31
Ahri,Top,Bard,Support,0.5568,9
Ahri,Top,Rell,Support,0.4971,7
Ahri,Top,Pyke,Support,0.461,9
Ahri,Top,Milio,Support,0.5389,9
Ahri,Top,Sion,Top,0.4382,7
Ahri,Top,Teemo,Top,0.5705,8
Ahri,Top,Tryndamere,Top,0.4294,8
Ahri,Top,Jax,Top,0.5689,19
Ahri,Top,Chogath,Top,0.5193,10
Ahri,Top,Irelia,Top,0.4291,5
Ahri,Top,Gangplank,Top,0.5464,15
Ahri,Top,Malphite,Top,0.5183,8
Ahri,Top,Renekton,Top,0.4672,10
Ahri,Top,Nasus,Top,0.4339,9
Ahri,Top,Pantheon,Top,0.5708,5
Ahri,Top,Garen,Top,0.5685,12
Ahri,Top,Riven,Top,0.4528,7
Ahri,Top,Volibear,Top,0.4416,8
Ahri,Top,Fiora,Top,0.5076,7
Ahri,Top,Darius,Top,0.5148,13
Ahri,Top,Jayce,Top,0.4375,9
Ahri,Top,Yasuo,Top,0.5616,5
Ahri,Top,Camille,Top,0.4892,11
Ahri,Top,Aatrox,Top,0.5091,15
Ahri,Top,Illaoi,Top,0.4688,6
Ahri,Top,Ornn,Top,0.4296,5
Ahri,Top,Yone,Top,0.4755,14
Ahri,Top,Ambessa,Top,0.5332,7
Ahri,Top,Sett,Top,0.4318,7
Ahri,Top,KSante,Top,0.4933,9
Ahri,Jungle,Olaf,Top,0.4899,5
Ahri,Jungle,Sion,Top,0.5584,6
Ahri,Jungle,Jax,Top,0.5062,9
Ahri,Jungle,Chogath,Top,0.4892,8
Ahri,Jungle,DrMundo,Top,0.4608,5
Ahri,Jungle,Irelia,Top,0.4971,5
Ahri,Jungle,Gangplank,Top,0.4529,9
Ahri,Jungle,Malphite,Top,0.4939,13
Ahri,Jungle,Renekton,Top,0.5593,10
Ahri,Jungle,Nasus,Top,0.5437,10
Ahri,Jungle,Pantheon,Top,0.52,5
Ahri,Jungle,Mordekaiser,Top,0.515,9
Ahri,Jungle,Yorick,Top,0.4499,7
Ahri,Jungle,Akali,Top,0.4846,5
Ahri,Jungle,Garen,Top,0.5079,7
Ahri,Jungle,Shen,Top,0.5106,7
Ahri,Jungle,Darius,Top,0.4543,10
Ahri,Jungle,Jayce,Top,0.5377,16
Ahri,Jungle,Gnar,Top,0.4894,5
Ahri,Jungle,Yasuo,Top,0.5711,8
Ahri,Jungle,Camille,Top,0.4522,7
Ahri,Jungle,Aatrox,Top,0.4663,11
Ahri,Jungle,Illaoi,Top,0.5656,7
Ahri,Jungle,Ornn,Top,0.5515,6
Ahri,Jungle,Yone,Top,0.5654,15
Ahri,Jungle,Ambessa,Top,0.5066,9
Ahri,Jungle,Sett,Top,0.5052,11
Ahri,Jungle,KSante,Top,0.4933,10
Ahri,Jungle,Zaahen,Top,0.5243,7
Ahri,Jungle,Galio,Mid,0.4839,10
Ahri,Jungle,TwistedFate,Mid,0.4924,17
Ahri,Jungle,Leblanc,Mid,0.535,8
Ahri,Jungle,Vladimir,Mid,0.5534,5
Ahri,Jungle,Ryze,Mid,0.5363,6
Ahri,Jungle,Kassadin,Mid,0.5712,7
Ahri,Jungle,Veigar,Mid,0.5619,6
Ahri,Jungle,Katarina,Mid,0.5581,11
Ahri,Jungle,Orianna,Mid,0.432,9
Ahri,Jungle,Nasus,Mid,0.5705,9
Ahri,Jungle,Akali,Mid,0.5667,8
Ahri,Jungle,Malzahar,Mid,0.557,7
Ahri,Jungle,Xerath,Mid,0.4348,5
Ahri,Jungle,Ahri,Mid,0.4905,17
Ahri,Jungle,Fizz,Mid,0.5328,8
Ahri,Jungle,Viktor,Mid,0.5135,16
Ahri,Jungle,Lissandra,Mid,0.4841,10
Ahri,Jungle,Syndra,Mid,0.4909,17
Ahri,Jungle,Yasuo,Mid,0.5708,14
Ahri,Jungle,Zed,Mid,0.5216,18
Ahri,Jungle,Ekko,Mid,0.5441,6
Ahri,Jungle,Sylas,Mid,0.4787,16
Ahri,Jungle,Vex,Mid,0.5342,6
Ahri,Jungle,Yone,Mid,0.5478,8
Ahri,Jungle,Locke,Mid,0.5251,13
Ahri,Jungle,Hwei,Mid,0.4289,8
Ahri,Jungle,Sivir,ADC,0.4738,9
Ahri,Jungle,Tristana,ADC,0.4893,19
Ahri,Jungle,MissFortune,ADC,0.4535,9
Ahri,Jungle,Ashe,ADC,0.4851,12
Ahri,Jungle,Twitch,ADC,0.4306,7
Ahri,Jungle,Corki,ADC,0.5327,6
Ahri,Jungle,Caitlyn,ADC,0.4695,22
Ahri,Jungle,Ezreal,ADC,0.5224,28
Ahri,Jungle,Draven,ADC,0.4644,6
Ahri,Jungle,Kaisa,ADC,0.4306,38
Ahri,Jungle,Jhin,ADC,0.5489,28
Ahri,Jungle,Zeri,ADC,0.5671,7
Ahri,Jungle,Jinx,ADC,0.571,20
Ahri,Jungle,Lucian,ADC,0.5361,18
Ahri,Jungle,Samira,ADC,0.5708,6
Ahri,Jungle,Xayah,ADC,0.5709,12
Ahri,Jungle,Aphelios,ADC,0.5133,12
Ahri,Jungle,Yunara,ADC,0.5059,19
Ahri,Jungle,Smolder,ADC,0.4376,7
Ahri,Jungle,Alistar,Support,0.5709,9
Ahri,Jungle,Soraka,Support,0.57,7
Ahri,Jungle,Sona,Support,0.4666,6
Ahri,Jungle,Janna,Support,0.5606,13
Ahri,Jungle,Karma,Support,0.5542,10
Ahri,Jungle,Blitzcrank,Support,0.5646,14
Ahri,Jungle,Brand,Support,0.4401,6
Ahri,Jungle,Pantheon,Support,0.5399,9
Ahri,Jungle,Leona,Support,0.4979,14
Ahri,Jungle,Lux,Support,0.5561,11
Ahri,Jungle,Nautilus,Support,0.4791,19
Ahri,Jungle,Lulu,Support,0.5703,21
Ahri,Jungle,Seraphine,Support,0.493,12
Ahri,Jungle,Braum,Support,0.5692,8
Ahri,Jungle,Senna,Support,0.4903,13
Ahri,Jungle,Nami,Support,0.4691,15
Ahri,Jungle,Yuumi,Support,0.5644,13
Ahri,Jungle,Thresh,Support,0.5016,21
Ahri,Jungle,Bard,Support,0.4874,13
Ahri,Jungle,Rell,Support,0.5659,9
Ahri,Jungle,Pyke,Support,0.4459,14
Ahri,Jungle,Milio,Support,0.504,8
Ahri,Jungle,XinZhao,Jungle,0.447,5
Ahri,Jungle,MasterYi,Jungle,0.5448,13
Ahri,Jungle,Chogath,Jungle,0.5047,8
Ahri,Jungle,Shaco,Jungle,0.5694,7
Ahri,Jungle,Nocturne,Jungle,0.563,13
Ahri,Jungle,JarvanIV,Jungle,0.5119,18
Ahri,Jungle,MonkeyKing,Jungle,0.537,9
Ahri,Jungle,LeeSin,Jungle,0.4825,28
Ahri,Jungle,Nidalee,Jungle,0.4404,14
Ahri,Jungle,Talon,Jungle,0.5034,13
Ahri,Jungle,Graves,Jungle,0.469,15
Ahri,Jungle,Rengar,Jungle,0.5272,7
Ahri,Jungle,Hecarim,Jungle,0.5657,13
Ahri,Jungle,Khazix,Jungle,0.4703,15
Ahri,Jungle,Kayn,Jungle,0.5491,5
Ahri,Jungle,Belveth,Jungle,0.5375,7
Ahri,Jungle,Viego,Jungle,0.4838,18
Ahri,Jungle,Zed,Jungle,0.5688,6
Ahri,Jungle,Ekko,Jungle,0.57,8
Ahri,Jungle,Qiyana,Jungle,0.4688,9
Ahri,Jungle,Vi,Jungle,0.5696,12
Ahri,Jungle,Sylas,Jungle,0.4821,12
Ahri,Mid,Olaf,Top,0.529,12
Ahri,Mid,Urgot,Top,0.5217,9
Ahri,Mid,Vladimir,Top,0.4498,7
Ahri,Mid,Kayle,Top,0.5243,11
Ahri,Mid,Teemo,Top,0.5697,15
Ahri,Mid,Warwick,Top,0.469,8
Ahri,Mid,Tryndamere,Top,0.4288,13
Ahri,Mid,Jax,Top,0.4358,22
Ahri,Mid,Singed,Top,0.5117,10
Ahri,Mid,Chogath,Top,0.5031,13
Ahri,Mid,DrMundo,Top,0.5487,14
Ahri,Mid,Irelia,Top,0.5172,17
Ahri,Mid,Gangplank,Top,0.4596,22
Ahri,Mid,Trundle,Top,0.4439,7
Ahri,Mid,Malphite,Top,0.4863,26
Ahri,Mid,Renekton,Top,0.4471,23
Ahri,Mid,MonkeyKing,Top,0.4976,7
Ahri,Mid,Vayne,Top,0.5517,8
Ahri,Mid,Rumble,Top,0.4976,9
Ahri,Mid,Nasus,Top,0.4696,25
Ahri,Mid,Gragas,Top,0.462,5
Ahri,Mid,Pantheon,Top,0.5294,14
Ahri,Mid,Mordekaiser,Top,0.5128,23
Ahri,Mid,Yorick,Top,0.5083,9
Ahri,Mid,Akali,Top,0.5055,7
Ahri,Mid,Kennen,Top,0.4294,10
Ahri,Mid,Garen,Top,0.4608,27
Ahri,Mid,Riven,Top,0.5033,10
Ahri,Mid,Shen,Top,0.4907,17
Ahri,Mid,Volibear,Top,0.4681,12
Ahri,Mid,Fiora,Top,0.5495,14
Ahri,Mid,Darius,Top,0.4879,27
Ahri,Mid,Jayce,Top,0.5337,30
Ahri,Mid,Gnar,Top,0.44,18
Ahri,Mid,Yasuo,Top,0.5193,17
Ahri,Mid,Camille,Top,0.4823,22
Ahri,Mid,TahmKench,Top,0.5178,6
Ahri,Mid,Kled,Top,0.5544,6
Ahri,Mid,Aatrox,Top,0.4429,28
Ahri,Mid,Illaoi,Top,0.5659,10
Ahri,Mid,Ornn,Top,0.4569,17
Ahri,Mid,Yone,Top,0.4603,37
Ahri,Mid,Ambessa,Top,0.437,24
Ahri,Mid,Sett,Top,0.4677,23
Ahri,Mid,Gwen,Top,0.4867,8
Ahri,Mid,KSante,Top,0.4508,12
Ahri,Mid,Zaahen,Top,0.553,15
Ahri,Mid,XinZhao,Jungle,0.4808,11
Ahri,Mid,Fiddlesticks,Jungle,0.4944,8
Ahri,Mid,MasterYi,Jungle,0.4648,26
Ahri,Mid,Warwick,Jungle,0.5378,7
Ahri,Mid,Nunu,Jungle,0.506,8
Ahri,Mid,Evelynn,Jungle,0.476,9
Ahri,Mid,Chogath,Jungle,0.5448,18
Ahri,Mid,Amumu,Jungle,0.5347,7
Ahri,Mid,Rammus,Jungle,0.5362,6
Ahri,Mid,Shaco,Jungle,0.5533,16
Ahri,Mid,Nocturne,Jungle,0.4965,21
Ahri,Mid,JarvanIV,Jungle,0.4358,26
Ahri,Mid,Elise,Jungle,0.4451,9
Ahri,Mid,MonkeyKing,Jungle,0.5281,23
Ahri,Mid,LeeSin,Jungle,0.4433,55
Ahri,Mid,Nidalee,Jungle,0.5079,14
Ahri,Mid,Udyr,Jungle,0.4358,10
Ahri,Mid,Talon,Jungle,0.5387,33
Ahri,Mid,Shyvana,Jungle,0.5676,18
Ahri,Mid,Graves,Jungle,0.457,35
Ahri,Mid,Rengar,Jungle,0.4626,17
Ahri,Mid,Sejuani,Jungle,0.4991,11
Ahri,Mid,Hecarim,Jungle,0.5385,33
Ahri,Mid,Khazix,Jungle,0.5385,18
Ahri,Mid,Jayce,Jungle,0.4346,9
Ahri,Mid,Diana,Jungle,0.4542,10
Ahri,Mid,Quinn,Jungle,0.4857,5
Ahri,Mid,Kayn,Jungle,0.4469,21
Ahri,Mid,Zac,Jungle,0.508,13
Ahri,Mid,Belveth,Jungle,0.4337,14
Ahri,Mid,Kindred,Jungle,0.513,11
Ahri,Mid,Briar,Jungle,0.4343,16
Ahri,Mid,Viego,Jungle,0.4469,53
Ahri,Mid,Zed,Jungle,0.5519,7
Ahri,Mid,Ekko,Jungle,0.4938,18
Ahri,Mid,Qiyana,Jungle,0.4916,27
Ahri,Mid,Vi,Jungle,0.5305,28
Ahri,Mid,RekSai,Jungle,0.5372,5
Ahri,Mid,Sylas,Jungle,0.5554,32
Ahri,Mid,Lillia,Jungle,0.5104,12
Ahri,Mid,Naafiri,Jungle,0.5095,17
Ahri,Mid,Sivir,ADC,0.431,20
Ahri,Mid,Tristana,ADC,0.4896,42
Ahri,Mid,MissFortune,ADC,0.4814,17
Ahri,Mid,Ashe,ADC,0.4923,24
Ahri,Mid,Twitch,ADC,0.4678,19
Ahri,Mid,Corki,ADC,0.4937,9
Ahri,Mid,Veigar,ADC,0.5554,7
Ahri,Mid,Caitlyn,ADC,0.5068,63
Ahri,Mid,Vayne,ADC,0.4894,14
Ahri,Mid,Ezreal,ADC,0.4319,54
Ahri,Mid,KogMaw,ADC,0.5105,9
Ahri,Mid,Xerath,ADC,0.505,9
Ahri,Mid,Varus,ADC,0.4432,8
Ahri,Mid,Viktor,ADC,0.4316,14
Ahri,Mid,Ziggs,ADC,0.4979,10
Ahri,Mid,Draven,ADC,0.5531,17
Ahri,Mid,Syndra,ADC,0.5628,8
Ahri,Mid,Kaisa,ADC,0.4941,85
Ahri,Mid,Seraphine,ADC,0.4959,7
Ahri,Mid,Yasuo,ADC,0.5398,8
Ahri,Mid,Jhin,ADC,0.4641,74
Ahri,Mid,Zeri,ADC,0.5712,25
Ahri,Mid,Jinx,ADC,0.4893,76
Ahri,Mid,Lucian,ADC,0.4824,33
Ahri,Mid,Samira,ADC,0.4922,11
Ahri,Mid,Kalista,ADC,0.4739,12
Ahri,Mid,Xayah,ADC,0.5175,18
Ahri,Mid,Aphelios,ADC,0.4748,16
Ahri,Mid,Mel,ADC,0.5158,6
Ahri,Mid,Yunara,ADC,0.4781,55
Ahri,Mid,Smolder,ADC,0.4754,10
Ahri,Mid,Alistar,Support,0.501,23
Ahri,Mid,Soraka,Support,0.5233,20
Ahri,Mid,Morgana,Support,0.5487,12
Ahri,Mid,Zilean,Support,0.5178,13
Ahri,Mid,Shaco,Support,0.5159,7
Ahri,Mid,Sona,Support,0.4998,11
Ahri,Mid,Janna,Support,0.4829,24
Ahri,Mid,Karma,Support,0.4574,31
Ahri,Mid,Taric,Support,0.5614,6
Ahri,Mid,Swain,Support,0.4833,10
Ahri,Mid,Blitzcrank,Support,0.5085,28
Ahri,Mid,Maokai,Support,0.5035,5
Ahri,Mid,Brand,Support,0.4319,10
Ahri,Mid,Poppy,Support,0.5621,9
Ahri,Mid,Pantheon,Support,0.5032,12
Ahri,Mid,Leona,Support,0.4868,33
Ahri,Mid,Lux,Support,0.4835,25
Ahri,Mid,Xerath,Support,0.5288,7
Ahri,Mid,Nautilus,Support,0.5317,40
Ahri,Mid,Lulu,Support,0.4918,53
Ahri,Mid,Zyra,Support,0.4834,9
Ahri,Mid,Seraphine,Support,0.4859,35
Ahri,Mid,Velkoz,Support,0.4827,10
Ahri,Mid,Camille,Support,0.4732,6
Ahri,Mid,Braum,Support,0.4936,25
Ahri,Mid,TahmKench,Support,0.4961,12
Ahri,Mid,Senna,Support,0.4907,24
Ahri,Mid,Nami,Support,0.4544,45
Ahri,Mid,Yuumi,Support,0.4478,17
Ahri,Mid,Thresh,Support,0.5048,67
Ahri,Mid,Bard,Support,0.4362,22
Ahri,Mid,Rakan,Support,0.4361,16
Ahri,Mid,Neeko,Support,0.4761,10
Ahri,Mid,Rell,Support,0.5159,17
Ahri,Mid,Pyke,Support,0.4289,26
Ahri,Mid,Renata,Support,0.4608,8
Ahri,Mid,Milio,Support,0.5219,35
Ahri,Mid,Annie,Mid,0.4844,12
Ahri,Mid,Galio,Mid,0.4306,18
Ahri,Mid,TwistedFate,Mid,0.4823,21
Ahri,Mid,Leblanc,Mid,0.5408,21
Ahri,Mid,Vladimir,Mid,0.5143,19
Ahri,Mid,Ryze,Mid,0.4343,12
Ahri,Mid,Anivia,Mid,0.528,7
Ahri,Mid,Kassadin,Mid,0.5308,20
Ahri,Mid,Veigar,Mid,0.5212,16
Ahri,Mid,Katarina,Mid,0.5453,28
Ahri,Mid,Orianna,Mid,0.4402,17
Ahri,Mid,Cassiopeia,Mid,0.5646,11
Ahri,Mid,Nasus,Mid,0.4318,8
Ahri,Mid,Akali,Mid,0.4936,19
Ahri,Mid,Malzahar,Mid,0.5012,18
Ahri,Mid,Lux,Mid,0.465,22
Ahri,Mid,Xerath,Mid,0.4777,20
Ahri,Mid,Fizz,Mid,0.5149,24
Ahri,Mid,Viktor,Mid,0.4895,41
Ahri,Mid,Lissandra,Mid,0.4761,33
Ahri,Mid,Diana,Mid,0.4711,5
Ahri,Mid,Syndra,Mid,0.4862,44
Ahri,Mid,AurelionSol,Mid,0.5111,9
Ahri,Mid,Zoe,Mid,0.4826,13
Ahri,Mid,Yasuo,Mid,0.5677,30
Ahri,Mid,Taliyah,Mid,0.4909,5
Ahri,Mid,Akshan,Mid,0.429,11
Ahri,Mid,Zed,Mid,0.4736,37
Ahri,Mid,Ekko,Mid,0.5052,13
Ahri,Mid,Qiyana,Mid,0.5161,6
Ahri,Mid,Azir,Mid,0.4803,8
Ahri,Mid,Sylas,Mid,0.4889,52
Ahri,Mid,Vex,Mid,0.5063,18
Ahri,Mid,Yone,Mid,0.4542,24
Ahri,Mid,Mel,Mid,0.5681,13
Ahri,Mid,Locke,Mid,0.4477,35
Ahri,Mid,Aurora,Mid,0.5613,6
Ahri,Mid,Hwei,Mid,0.5199,23
Ahri,ADC,LeeSin,Jungle,0.5015,8
Ahri,ADC,Rengar,Jungle,0.4842,5
Ahri,ADC,Viego,Jungle,0.4486,7
Ahri,ADC,Sylas,Jungle,0.5406,7
Ahri,ADC,Fizz,Mid,0.5216,5
Ahri,ADC,Viktor,Mid,0.4797,7
Ahri,ADC,Syndra,Mid,0.4967,7
Ahri,ADC,Yasuo,Mid,0.4933,8
Ahri,ADC,Karma,Support,0.5011,7
Ahri,ADC,Nautilus,Support,0.5092,6
Ahri,ADC,Lulu,Support,0.4449,5
Ahri,ADC,Braum,Support,0.4588,6
Ahri,ADC,Nami,Support,0.4298,7
Ahri,ADC,Thresh,Support,0.5255,9
Ahri,ADC,Tristana,ADC,0.5569,7
Ahri,ADC,Caitlyn,ADC,0.4382,12
Ahri,ADC,Ezreal,ADC,0.4494,7
Ahri,ADC,Kaisa,ADC,0.4408,6
Ahri,ADC,Jhin,ADC,0.5686,9
Ahri,ADC,Jinx,ADC,0.4622,13
Ahri,Support,Olaf,Top,0.4429,6
Ahri,Support,Kayle,Top,0.4525,8
Ahri,Support,Sion,Top,0.5166,10
Ahri,Support,Teemo,Top,0.4661,13
Ahri,Support,Warwick,Top,0.4896,5
Ahri,Support,Tryndamere,Top,0.52,12
Ahri,Support,Jax,Top,0.4291,13
Ahri,Support,Singed,Top,0.5137,8
Ahri,Support,Chogath,Top,0.5124,12
Ahri,Support,DrMundo,Top,0.4683,9
Ahri,Support,Irelia,Top,0.5243,16
Ahri,Support,Gangplank,Top,0.5095,10
Ahri,Support,Malphite,Top,0.4331,23
Ahri,Support,Renekton,Top,0.5118,22
Ahri,Support,Vayne,Top,0.4341,6
Ahri,Support,Nasus,Top,0.4333,28
Ahri,Support,Gragas,Top,0.5487,8
Ahri,Support,Pantheon,Top,0.4438,7
Ahri,Support,Mordekaiser,Top,0.4656,18
Ahri,Support,Yorick,Top,0.4464,7
Ahri,Support,Akali,Top,0.5678,7
Ahri,Support,Kennen,Top,0.4762,6
Ahri,Support,Garen,Top,0.4369,17
Ahri,Support,Riven,Top,0.5558,6
Ahri,Support,Shen,Top,0.5264,13
Ahri,Support,Volibear,Top,0.431,8
Ahri,Support,Fiora,Top,0.4899,9
Ahri,Support,Darius,Top,0.4393,23
Ahri,Support,Jayce,Top,0.5281,27
Ahri,Support,Gnar,Top,0.4416,10
Ahri,Support,Yasuo,Top,0.4585,14
Ahri,Support,Camille,Top,0.5062,15
Ahri,Support,TahmKench,Top,0.4967,6
Ahri,Support,Kled,Top,0.5538,7
Ahri,Support,Aatrox,Top,0.438,21
Ahri,Support,Illaoi,Top,0.5111,11
Ahri,Support,Ornn,Top,0.4861,9
Ahri,Support,Yone,Top,0.4953,35
Ahri,Support,Ambessa,Top,0.5323,16
Ahri,Support,Sett,Top,0.4841,14
Ahri,Support,Gwen,Top,0.4759,6
Ahri,Support,KSante,Top,0.4895,15
Ahri,Support,Zaahen,Top,0.4611,9
Ahri,Support,XinZhao,Jungle,0.429,7
Ahri,Support,Fiddlesticks,Jungle,0.5582,7
Ahri,Support,MasterYi,Jungle,0.5397,12
Ahri,Support,Warwick,Jungle,0.5182,7
Ahri,Support,Evelynn,Jungle,0.5701,8
Ahri,Support,Chogath,Jungle,0.4727,13
Ahri,Support,Amumu,Jungle,0.4302,6
Ahri,Support,Rammus,Jungle,0.5077,9
Ahri,Support,Shaco,Jungle,0.4854,17
Ahri,Support,Nocturne,Jungle,0.449,19
Ahri,Support,JarvanIV,Jungle,0.4996,27
Ahri,Support,Elise,Jungle,0.4385,7
Ahri,Support,MonkeyKing,Jungle,0.5683,17
Ahri,Support,LeeSin,Jungle,0.4387,47
Ahri,Support,Skarner,Jungle,0.547,6
Ahri,Support,Nidalee,Jungle,0.5502,9
Ahri,Support,Udyr,Jungle,0.4526,7
Ahri,Support,Talon,Jungle,0.493,23
Ahri,Support,Shyvana,Jungle,0.5549,13
Ahri,Support,Graves,Jungle,0.5047,32
Ahri,Support,Rengar,Jungle,0.4289,10
Ahri,Support,Hecarim,Jungle,0.4827,25
Ahri,Support,Khazix,Jungle,0.5379,25
Ahri,Support,Jayce,Jungle,0.4293,7
Ahri,Support,Diana,Jungle,0.4486,10
Ahri,Support,Quinn,Jungle,0.4687,5
Ahri,Support,Kayn,Jungle,0.4289,12
Ahri,Support,Zyra,Jungle,0.4311,8
Ahri,Support,Zac,Jungle,0.4934,9
Ahri,Support,Belveth,Jungle,0.4724,11
Ahri,Support,Briar,Jungle,0.4376,9
Ahri,Support,Viego,Jungle,0.4764,40
Ahri,Support,Zed,Jungle,0.4905,7
Ahri,Support,Ekko,Jungle,0.4291,14
Ahri,Support,Qiyana,Jungle,0.4367,23
Ahri,Support,Vi,Jungle,0.5649,12
Ahri,Support,RekSai,Jungle,0.513,6
Ahri,Support,Sylas,Jungle,0.5092,22
Ahri,Support,Lillia,Jungle,0.485,13
Ahri,Support,Naafiri,Jungle,0.496,8
Ahri,Support,Annie,Mid,0.4548,7
Ahri,Support,Galio,Mid,0.5147,15
Ahri,Support,TwistedFate,Mid,0.506,21
Ahri,Support,Leblanc,Mid,0.4893,16
Ahri,Support,Vladimir,Mid,0.4291,14
Ahri,Support,Ryze,Mid,0.4893,7
Ahri,Support,Kassadin,Mid,0.5188,17
Ahri,Support,Irelia,Mid,0.4811,6
Ahri,Support,Veigar,Mid,0.4853,11
Ahri,Support,Katarina,Mid,0.5533,21
Ahri,Support,Orianna,Mid,0.4329,8
Ahri,Support,Cassiopeia,Mid,0.5274,8
Ahri,Support,Nasus,Mid,0.4343,5
Ahri,Support,Akali,Mid,0.4638,12
Ahri,Support,Malzahar,Mid,0.429,10
Ahri,Support,Lux,Mid,0.4322,12
Ahri,Support,Xerath,Mid,0.4684,14
Ahri,Support,Ahri,Mid,0.4781,35
Ahri,Support,Fizz,Mid,0.5593,20
Ahri,Support,Viktor,Mid,0.4764,40
Ahri,Support,Lissandra,Mid,0.4468,25
Ahri,Support,Diana,Mid,0.5055,15
Ahri,Support,Syndra,Mid,0.4866,25
Ahri,Support,AurelionSol,Mid,0.5291,6
Ahri,Support,Zoe,Mid,0.4722,7
Ahri,Support,Yasuo,Mid,0.4554,26
Ahri,Support,Akshan,Mid,0.5181,8
Ahri,Support,Zed,Mid,0.4749,32
Ahri,Support,Ekko,Mid,0.5093,10
Ahri,Support,Qiyana,Mid,0.4345,11
Ahri,Support,Sylas,Mid,0.5205,20
Ahri,Support,Vex,Mid,0.4929,8
Ahri,Support,Yone,Mid,0.4567,19
Ahri,Support,Locke,Mid,0.5194,24
Ahri,Support,Aurora,Mid,0.5325,7
Ahri,Support,Hwei,Mid,0.4917,11
Ahri,Support,Sivir,ADC,0.4367,12
Ahri,Support,Tristana,ADC,0.4772,41
Ahri,Support,MissFortune,ADC,0.4759,13
Ahri,Support,Ashe,ADC,0.5076,24
Ahri,Support,Twitch,ADC,0.4298,19
Ahri,Support,Corki,ADC,0.4873,8
Ahri,Support,Caitlyn,ADC,0.5052,59
Ahri,Support,Ezreal,ADC,0.4704,44
Ahri,Support,KogMaw,ADC,0.507,7
Ahri,Support,Varus,ADC,0.4514,9
Ahri,Support,Viktor,ADC,0.468,8
Ahri,Support,Draven,ADC,0.4902,10
Ahri,Support,Syndra,ADC,0.4708,7
Ahri,Support,Kaisa,ADC,0.483,65
Ahri,Support,Seraphine,ADC,0.5249,6
Ahri,Support,Yasuo,ADC,0.4798,6
Ahri,Support,Jhin,ADC,0.4773,65
Ahri,Support,Zeri,ADC,0.473,14
Ahri,Support,Jinx,ADC,0.5258,43
Ahri,Support,Lucian,ADC,0.4603,30
Ahri,Support,Samira,ADC,0.4291,10
Ahri,Support,Kalista,ADC,0.4685,16
Ahri,Support,Xayah,ADC,0.5204,12
Ahri,Support,Aphelios,ADC,0.473,15
Ahri,Support,Yunara,ADC,0.4768,42
Ahri,Support,Smolder,ADC,0.4335,9
Ahri,Support,Alistar,Support,0.4815,17
Ahri,Support,Soraka,Support,0.5481,14
Ahri,Support,Morgana,Support,0.4996,11
Ahri,Support,Zilean,Support,0.432,8
Ahri,Support,Sona,Support,0.5088,10
Ahri,Support,Janna,Support,0.5064,16
Ahri,Support,Karma,Support,0.4861,33
Ahri,Support,Swain,Support,0.4288,8
Ahri,Support,Blitzcrank,Support,0.5424,23
Ahri,Support,Pantheon,Support,0.4298,10
Ahri,Support,Leona,Support,0.4299,25
Ahri,Support,Shen,Support,0.4322,6
Ahri,Support,Lux,Support,0.4343,15
Ahri,Support,Xerath,Support,0.4891,8
Ahri,Support,Nautilus,Support,0.4933,27
Ahri,Support,Lulu,Support,0.521,64
Ahri,Support,Zyra,Support,0.4322,9
Ahri,Support,Seraphine,Support,0.4456,31
Ahri,Support,Velkoz,Support,0.4319,9
Ahri,Support,Braum,Support,0.4977,16
Ahri,Support,Senna,Support,0.4989,17
Ahri,Support,Nami,Support,0.4778,37
